""	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"ENST00000005386"	4.95841182596187	1.71853743179642	0.570576380371326	3.01193230374873	0.00259590481440727	0.0339871505966862
"ENST00000009530"	127.570423813576	1.4445700373534	0.439985281461125	3.28322354910646	0.00102627247506163	0.019351411433415
"ENST00000011989"	13.6347852902903	1.49079376782639	0.478627303410723	3.11472780011276	0.00184114727816178	0.0274275720447383
"ENST00000024061"	46.7656287975136	1.84090963896097	0.440027765932494	4.18362153819947	2.86901592052282e-05	0.00308729459084883
"ENST00000040738"	165.941369639999	1.61091915892655	0.355715626309289	4.52867133119949	5.93557417533317e-06	0.0020598412829887
"ENST00000046794"	232.546531871573	1.4973794556966	0.469419655283424	3.18985248879814	0.00142345430278951	0.0234804613243627
"ENST00000056233"	19.7403375922395	1.38146844562214	0.484952523095992	2.84866740521874	0.00439027495796737	0.0477542180655269
"ENST00000060969"	8.16087155409912	1.22337595788132	0.354685657848968	3.44918361035692	0.000562284227300893	0.0136038673853322
"ENST00000066544"	9.89991224730265	1.45776918943823	0.461272355119976	3.16032203807026	0.00157594845523537	0.0249901754139522
"ENST00000075120"	518.603613813491	1.61447467001843	0.500367046740194	3.22658072816038	0.00125278885990022	0.0217384055103187
"ENST00000160262"	98.2862679450234	2.13701872588638	0.607388759696941	3.51837055225167	0.000434205595775055	0.0117709514908206
"ENST00000193322"	21.1281441722856	1.41774959846915	0.397015517458963	3.57101809909909	0.000355596319053426	0.0106610044492521
"ENST00000200639"	36.4458497919237	1.49737126601948	0.305850934479309	4.89575507941035	9.79289727870505e-07	0.00122751635746359
"ENST00000200652"	9.28356164116005	2.43000301418548	0.575528599556361	4.22221070518237	2.41917796238318e-05	0.00289547769531441
"ENST00000202677"	116.267432235135	1.76369199482404	0.480967416527495	3.66696772841205	0.000245443757247819	0.00877828263863361
"ENST00000203556"	224.04169540083	1.19980725131027	0.312246109154732	3.84250505012928	0.000121784907427671	0.00623685626112567
"ENST00000215781"	824.325809408852	1.40655272074417	0.460319645380443	3.05560002676333	0.00224610667658306	0.0308800013099497
"ENST00000216014"	2.08125682777604	1.91758892963892	0.656388118228655	2.9214254133877	0.00348433693904916	0.040521720706481
"ENST00000216124"	15.1794420582596	1.00950122987512	0.385393139688442	2.61940633061403	0.00880829592730702	0.0741856253490783
"ENST00000216133"	24.4995085119296	1.67556468928088	0.372618080547662	4.49673479831731	6.90049695934048e-06	0.00208783656851402
"ENST00000216264"	39.4231684273664	1.1708421276317	0.29483907624102	3.97112262919513	7.15347436859374e-05	0.00481587994384892
"ENST00000216468"	10.8522347544712	1.50129274122731	0.449483466767669	3.34003996192213	0.00083766335376608	0.0171849847140347
"ENST00000218176"	7.55952583770794	1.33869342579361	0.544381663975335	2.4591082220107	0.0139282624712907	0.0983459369720454
"ENST00000218981"	4.81462770019916	1.59172782875145	0.570408426381107	2.79050546088527	0.00526258124526835	0.0534343713047601
"ENST00000219596"	282.699415795241	2.15268741047918	0.602002627316987	3.57587710218692	0.00034905561431282	0.0105976827399727
"ENST00000220597"	126.398333375305	1.41653101297923	0.39802192022586	3.55892713691599	0.000372372810889278	0.0109153335200874
"ENST00000221130"	14.9765386973561	1.48066299671456	0.55817845385096	2.65266956561873	0.00798580056708743	0.0700070597870248
"ENST00000221132"	4.30053240831512	2.34492348693433	0.609764545743326	3.84562123741678	0.00012024739007764	0.00620262034538588
"ENST00000221264"	34.5070151940035	1.73127416692757	0.657840952126989	2.63175188672864	0.00849458727532322	0.0725983833923159
"ENST00000221954"	15.6628702508448	1.9411625470977	0.644014631223898	3.0141590780456	0.0025769264908534	0.0337642787549697
"ENST00000222120"	82.2916512387351	1.45596464829096	0.322238282412688	4.51828577718869	6.23423045802037e-06	0.0020598412829887
"ENST00000222219"	4.71456466490961	1.52721810049937	0.552028566913951	2.76655628355812	0.00566518047066863	0.0558518897113896
"ENST00000222224"	1.88848188615694	1.40780199413879	0.531438504536994	2.6490402598233	0.00807207150104774	0.0704746726773067
"ENST00000222329"	21.6439864677756	1.22397979079639	0.422332054075788	2.89814561547996	0.00375376262331092	0.0425600128626756
"ENST00000222374"	5.86025603573773	1.16395358900019	0.373053602007821	3.12007063525362	0.00180807677334635	0.0270882213459282
"ENST00000224140"	400.447213502569	1.45110045973504	0.305274984001757	4.75342080347693	2.00003469152532e-06	0.00163372152895532
"ENST00000225275"	2.50107829120191	1.7060084075243	0.662323554697853	2.57579304770848	0.0100010485492318	0.0801637030942228
"ENST00000225276"	12.940734235949	1.99279231097277	0.578525155026295	3.4446078855157	0.00057188835900437	0.0137855469542784
"ENST00000225538"	9.26706346450645	2.1756043624484	0.864518046059506	2.51655170457674	0.0118509510302455	0.0887649907050039
"ENST00000225665"	8.40937279418523	1.28788082864113	0.393809145267458	3.27031721867823	0.00107426941963123	0.0198442062687389
"ENST00000225726"	16.1235817320735	1.46083548974103	0.363889063813534	4.01450781298994	5.95699706032408e-05	0.00441707136954678
"ENST00000225941"	3.18595209695375	1.86252492250326	0.744360562260647	2.50218108929188	0.0123430772184349	0.0909084559655459
"ENST00000225972"	14.4668292060666	1.24561342206115	0.33794573485554	3.6858385639742	0.00022795081993549	0.00842745706904761
"ENST00000227163"	43.5918482083839	2.65458557932843	0.60423107127508	4.39332848892822	1.11628261178656e-05	0.00235071257520461
"ENST00000227471"	48.7818791676865	1.39023062480583	0.344602118957542	4.03430666361376	5.47637589231292e-05	0.00429031674444503
"ENST00000228438"	16.9243318841173	1.59491154890484	0.589377757343796	2.70609389145049	0.00680797944856905	0.0631230866589233
"ENST00000228463"	7.15740489655114	2.82756221167537	1.08350308231565	2.60964851676502	0.00906352938280071	0.075214150045228
"ENST00000228741"	6.60141409874568	1.51150574974328	0.478163478926161	3.16106481644677	0.00157193515019382	0.0249642436312519
"ENST00000230122"	2.96905264119877	1.54171799258675	0.532285648272976	2.89641097329774	0.00377457723557834	0.0427163355856099
"ENST00000231461"	99.1834070919959	1.8630537167328	0.484163380360081	3.8479856021891	0.000119093050650778	0.00615891232275133
"ENST00000231498"	3.55083646193731	1.8049333155757	0.51527181419199	3.50287608571422	0.000460263525420578	0.0121700963776447
"ENST00000231512"	3.72815980864576	1.59811049658185	0.533648602265479	2.99468693405632	0.00274726656236443	0.0352590432574934
"ENST00000232014"	114.841623445318	1.68105738048142	0.593214513277611	2.83381027074556	0.00459966318871775	0.04935871753633
"ENST00000232375"	48.2665159800057	1.83388292604915	0.367830805834046	4.98566976164728	6.17475348493347e-07	0.0010158627248994
"ENST00000232496"	3.92097040491691	1.05986865731153	0.40129568818956	2.64111648468767	0.00826333031670552	0.0713634002383987
"ENST00000232564"	39.6426579932253	1.80803669303412	0.564202258786822	3.20458960395136	0.00135255182923978	0.0227588570903416
"ENST00000232978"	3.3847666187072	2.08252698383011	0.676901581409684	3.07655801230828	0.00209405550265873	0.0296353887077881
"ENST00000233607"	6.1625785694591	1.31890528233843	0.497115231683424	2.65311782516119	0.00797520263793669	0.0700070597870248
"ENST00000234310"	59.2677688292303	1.19555593327353	0.348594595665536	3.42964563461169	0.000604369999880555	0.0142297240669552
"ENST00000237841"	3.29845664184712	1.90618225294497	0.556234661644563	3.42693899605097	0.000610426188069819	0.0143129060185827
"ENST00000237858"	25.6560862815527	1.95749909488042	0.597102233251016	3.27833155843768	0.00104422664315398	0.019549913177626
"ENST00000238789"	25.9150981329426	1.31656165438918	0.374895632984636	3.51180845695031	0.000445068646033318	0.0119542928491117
"ENST00000239938"	5.6997379830074	1.78766083030425	0.58808787598408	3.03978521460396	0.00236746919945335	0.0320735418101958
"ENST00000240364"	5.70003081671423	1.54340126675997	0.44587872654479	3.4614821808614	0.000537209682145347	0.0132194967430625
"ENST00000240587"	7.87804253378745	1.47313992718576	0.466860132442776	3.15542027432879	0.00160267060703029	0.0252617355621906
"ENST00000241261"	165.747073768453	1.04985309618537	0.404348744528671	2.59640498552589	0.00942049562791131	0.0773232636150637
"ENST00000242310"	6.43127377124844	1.5197378315056	0.429156409415457	3.54122133134538	0.000398279327194999	0.0113095002478468
"ENST00000242351"	106.656820838744	1.43101157875412	0.456583861665905	3.13417030013476	0.00172340803360391	0.0263292337020056
"ENST00000243346"	34.3073184223435	1.94213792377691	0.4758223312987	4.08164517725781	4.47180309370033e-05	0.00397035733779688
"ENST00000243644"	7.0983595646254	1.294725474627	0.394090118939782	3.28535381224525	0.00101854381720824	0.0193163752884527
"ENST00000244336"	4.17987976223998	1.16039209035749	0.392887573529489	2.95349654338302	0.00314196127248066	0.0380340451977569
"ENST00000244709"	426.548209375513	1.80685453755655	0.475869881669244	3.79695082029253	0.00014648683693205	0.00675851465746168
"ENST00000244763"	8.37829663244212	1.1273079847141	0.33471935999738	3.36791987389951	0.000757376040604447	0.0161821505818432
"ENST00000245414"	153.59906558176	1.46939823893229	0.400301179634908	3.6707317232301	0.000241857091637133	0.00872110167556747
"ENST00000245620"	57.4278577851701	2.00741903372251	0.701142049344697	2.86307038010156	0.00419557358063848	0.0460935239412131
"ENST00000245621"	69.0330600305079	2.25198532665206	0.718002951110834	3.13645692286915	0.00171002555787866	0.0262160761561095
"ENST00000246006"	165.015052354494	1.59389803672225	0.490219728588114	3.25139512706444	0.00114840134273246	0.0206767226708253
"ENST00000246024"	36.6552259530321	1.72535593237831	0.408078701160601	4.22799800007032	2.3577988730852e-05	0.00289547769531441
"ENST00000246115"	2.58831069195685	1.95041711595028	0.69216706205721	2.81784156292181	0.00483476605164162	0.0508979466475912
"ENST00000246186"	10.3350836167588	1.38603140606076	0.385593134536529	3.59454378700681	0.000324960492037006	0.010147016645184
"ENST00000248598"	135.810007190142	1.62297142915908	0.480609476320209	3.37690268112351	0.000733069819470904	0.0158950550724321
"ENST00000248668"	35.4247263634721	2.14161540709446	0.490621204611865	4.36510975669858	1.27058945167814e-05	0.00250580621763766
"ENST00000249071"	108.715079095118	2.055147070843	0.47460308964054	4.33024376726994	1.4894436826059e-05	0.00253075973407555
"ENST00000249363"	19.4076011426987	1.53673243876114	0.478698358013359	3.21023127202423	0.00132628215603585	0.0225382344695491
"ENST00000251810"	17.6381273256564	1.66007019274923	0.522485322034719	3.1772570878822	0.00148675178194791	0.0240983787907726
"ENST00000252137"	3.09543072037879	2.15341936050934	0.6334356543314	3.3995865969722	0.000674878053932528	0.0152226349731499
"ENST00000254190"	205.755604349575	1.94291193574456	0.456171650749871	4.25916852253035	2.05188734626124e-05	0.00281451424463317
"ENST00000254436"	41.7110002976924	1.43388199574933	0.449845450928073	3.18749915730191	0.00143508876148407	0.0235951539466241
"ENST00000254605"	3.90420221819429	1.49887003168147	0.55035556146374	2.72345759111625	0.00646025092013351	0.0609291239593961
"ENST00000255409"	36.9134375658762	2.21884231677329	0.563421582350296	3.93815641125684	8.21100655974786e-05	0.00509259461352484
"ENST00000255416"	3.43188485866931	1.76545381149554	0.680237181218906	2.59535035755036	0.00944945407155227	0.0774161156319546
"ENST00000256015"	19.6799445442338	1.19956355047048	0.396245906282785	3.02732099297551	0.00246731800278276	0.0329013230938452
"ENST00000256079"	15.1607221684818	1.20486836470716	0.360804457469847	3.33939434439457	0.000839612830037972	0.0171993218094082
"ENST00000256257"	23.4582269559582	1.60591681830806	0.357816631302819	4.48809998702654	7.18612021034526e-06	0.00211771271238455
"ENST00000256682"	114.639947197808	1.1250514604081	0.231786392293265	4.85382877431667	1.21100307372614e-06	0.00138596669172579
"ENST00000256897"	13.3094697503636	1.74445958342929	0.605609162858836	2.88050394613319	0.00397039981986661	0.0443602862726438
"ENST00000257245"	4.39253275204091	2.2088357594723	0.859794655863747	2.56902708618642	0.0101984485731139	0.0811072609884042
"ENST00000257264"	2.16402699539424	2.54932076239433	1.02052982286667	2.49803651522234	0.0124883329272585	0.091568353104241
"ENST00000257527"	79.1610678902453	1.58260489315386	0.500326955796054	3.16314137149742	0.00156076519223051	0.0249296250941042
"ENST00000257549"	3.18850161135645	2.34761756508486	0.654282963002975	3.58807686862264	0.000333126085641046	0.0103387029809235
"ENST00000257897"	22.8170518419713	1.69973656087358	0.656428922680139	2.58936878334628	0.0096152059829946	0.0782625439364153
"ENST00000258201"	12.2085178004029	1.67548494389254	0.64184224895628	2.61043106248787	0.00904281957703895	0.0752087511097057
"ENST00000258301"	16.1584284455212	1.96332311338093	0.589242464928271	3.33194436965763	0.000862414937328137	0.0173554075609633
"ENST00000258382"	19.2416043527212	2.38414354186357	0.901465221432958	2.64474267578927	0.00817530612904305	0.0710033738936963
"ENST00000258436"	3.41922290158467	1.239923854791	0.443278091670788	2.79716926707911	0.00515525172487232	0.052802214456737
"ENST00000258874"	13.630897626877	2.23761823468001	0.670240516708346	3.33853024235136	0.000842228617623788	0.0172087480500884
"ENST00000258962"	15.2840900096503	1.20365259406519	0.40615910296427	2.96350022757233	0.00304161836967122	0.0374240009316193
"ENST00000259006"	10.5150967770691	2.02558411965256	0.619357160524111	3.27046209966875	0.00107371929089111	0.0198442062687389
"ENST00000260746"	2.38635204185971	1.14290210329222	0.431587783866226	2.64813358027407	0.00809375369993449	0.0705937304981364
"ENST00000260810"	11.6634210818071	1.77364058193336	0.44599346040703	3.97683091656697	6.98397867094098e-05	0.00476267540298392
"ENST00000261024"	26.2332844487858	1.58803500229984	0.463840127344847	3.42366886493889	0.000617818535099904	0.0144046388834675
"ENST00000261211"	33.1368579018984	1.35767994241546	0.361161622230611	3.75920324543383	0.000170455325981379	0.00721548317245234
"ENST00000261304"	16.6885247160035	1.8505342297137	0.606186423228685	3.05274773370432	0.0022675647499844	0.0310496212769794
"ENST00000261407"	8.55930797705987	1.91441457509145	0.746801909538024	2.5634837707843	0.0103627545472609	0.0817682218068189
"ENST00000261623"	36.8918574966674	1.43735136047	0.485763768427511	2.95895135432377	0.00308687825454692	0.0376961714195524
"ENST00000261745"	3.30578997133085	1.49952739564209	0.609495776317141	2.46027528640631	0.0138830481453448	0.0982374936370727
"ENST00000262013"	71.7904687184482	1.1194669878201	0.306765888656375	3.64925511347867	0.000263001820472047	0.00909083697087403
"ENST00000262059"	2.10795638556375	2.15261442061598	0.804907652310127	2.67436197734965	0.00748715887447565	0.066981586115886
"ENST00000262160"	36.8831355945179	1.0124567661886	0.264926838733568	3.82164665168867	0.000132563543068327	0.00647557556273648
"ENST00000262244"	5.29007360073296	1.40475004279202	0.501661019693232	2.80019771847338	0.00510713146512969	0.0525547386851481
"ENST00000262428"	66.6654682177724	1.93494378140386	0.711089393972712	2.7210977941799	0.00650655097135035	0.06125605909115
"ENST00000262467"	46.8432790551269	2.43103369262136	0.697475675263259	3.48547451737838	0.000491265012320693	0.0126655914978625
"ENST00000262605"	7.15489325481552	1.56651452987325	0.496686817507108	3.15392813873267	0.00161088746966744	0.0252852658700394
"ENST00000262715"	32.5664941565342	2.16440510538035	0.54151120635962	3.99697195544824	6.41578984517434e-05	0.00460171215516414
"ENST00000263245"	35.1508353841022	1.18875523228094	0.336068890239896	3.53723675950003	0.000404337027849765	0.0113932450738275
"ENST00000263341"	1724.86767805647	1.25012361135096	0.463050850295066	2.69975448820438	0.00693906622719963	0.0639169264907256
"ENST00000263579"	29.0765630969117	2.12926909587479	0.51897502473976	4.10283538585025	4.0811762856322e-05	0.00374393172389244
"ENST00000263636"	20.8225148762799	1.96119742926274	0.650578380466322	3.01454442408152	0.00257365517540101	0.033755020020967
"ENST00000263694"	1.81228799559956	1.62934997966439	0.550510246632187	2.95970872410121	0.00307930030008064	0.0376422878673311
"ENST00000263857"	3.25084157241503	1.48918291126855	0.554882485013983	2.68378071301172	0.00727948353654748	0.0658983292905453
"ENST00000263955"	185.579190410959	1.63591925161245	0.448947127781105	3.64390181021512	0.000268535899568551	0.00920399802648824
