""	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"ENST00000229633"	47.3646489824248	2.35598704013682	0.460103119513807	5.12056306557192	3.04624719223863e-07	0.00106527264312585
"ENST00000231461"	99.1834070919959	1.104829060789	0.365667069292865	3.02140704911039	0.00251602875848731	0.0997918628755986
"ENST00000242351"	106.656820838744	1.09102386706249	0.344634858847156	3.16573857534926	0.00154689750170624	0.0935891838153486
"ENST00000248668"	35.4247263634721	1.24535442778204	0.371949775925918	3.34817899723664	0.000813444544139338	0.086200471844099
"ENST00000252242"	37.4674815954679	1.00616502424117	0.314412111695237	3.20014715341644	0.00137357438756153	0.0923728775635127
"ENST00000258301"	16.1584284455212	1.50007515683225	0.447203182101984	3.35434812825228	0.000795522088988641	0.086200471844099
"ENST00000263579"	29.0765630969117	1.22859857084549	0.393713542232182	3.12053927299497	0.00180520224879418	0.0954564565638404
"ENST00000289382"	54.4354796164208	1.1051238583037	0.353140100032688	3.12942047136931	0.00175151477922436	0.0954564565638404
"ENST00000290650"	25.8078107733917	1.08296058337678	0.352973927994015	3.0681036118768	0.00215421912064883	0.099531416966723
"ENST00000300060"	37.6042066624882	2.32973147043459	0.764208741170733	3.04855381118194	0.00229945726697211	0.0997184154934444
"ENST00000304658"	385.680373660521	1.19220518582457	0.382029897813679	3.12071173656157	0.00180414545152123	0.0954564565638404
"ENST00000307637"	34.1095819080795	1.2503451121282	0.414683567992914	3.01517882220393	0.0025682778549625	0.0997918628755986
"ENST00000309951"	159.304895147695	1.2247542224183	0.39037381162034	3.13738828261728	0.00170460221239924	0.0954564565638404
"ENST00000361227"	222.401884456539	1.0927882343453	0.302960047150122	3.60703744478825	0.000309712979835686	0.0660912106600641
"ENST00000363688"	78.6199274828481	2.08155419574439	0.680018500440271	3.06102583149827	0.00220580063337747	0.099531416966723
"ENST00000365668"	66.0490649895838	1.01823021803304	0.275667687255634	3.69368723686795	0.000221025628938735	0.0621208812145245
"ENST00000368748"	47.7487135917009	1.17505840995512	0.343515842504948	3.42068185672745	0.000624643574380756	0.0828012333226773
"ENST00000368756"	115.373754645543	1.77000463612461	0.355433832851537	4.97984286392886	6.36359205168316e-07	0.0011126740702368
"ENST00000369038"	165.878740833322	1.11853382282028	0.354859046583857	3.15205102867783	0.00162127937293365	0.0950034572670427
"ENST00000370397"	18.2123263158878	1.05465378712946	0.277402980484358	3.80188340185814	0.000143600307621081	0.0590788559706964
"ENST00000379010"	27.7429344550837	1.48500266643485	0.42608610759027	3.48521728350469	0.000491737556677633	0.0770857665046687
"ENST00000379303"	40.7383520573847	1.14201724117284	0.369097252448885	3.09408220623641	0.0019742277545059	0.0979272972696048
"ENST00000379433"	15.7718099106763	1.28115395633958	0.418474173005123	3.06148871061606	0.00220239297072335	0.099531416966723
"ENST00000380871"	28.0205780242242	1.20802460204259	0.365388473622939	3.30613768426972	0.000945915949402332	0.0862454619551654
"ENST00000381842"	28.8023536046787	1.6159953690618	0.491323228453945	3.2890677164743	0.00100519836146311	0.0862454619551654
"ENST00000387347"	544.603773292943	1.8339737993678	0.395253640845052	4.63999217172743	3.48422376449572e-06	0.00406144350148051
"ENST00000389262"	18.6175081088679	1.67832295896331	0.481943319684179	3.48240735043931	0.000496927143705269	0.0770857665046687
"ENST00000391754"	71.7104906652781	1.07179648400173	0.355153452871226	3.01784052875406	0.00254582835179389	0.0997918628755986
"ENST00000391761"	17.0528646601912	2.17269694429624	0.608859049023248	3.56847278164258	0.000359068146931679	0.0692487041976063
"ENST00000392619"	50.0632400166707	1.3663391781655	0.416782772384831	3.27830051695108	0.00104434149126624	0.0862454619551654
"ENST00000396077"	140.087881121331	1.08151558796514	0.3465682976502	3.12064200706766	0.00180457266132762	0.0954564565638404
"ENST00000396978"	30.8019763658829	1.25698607522781	0.385351667947566	3.2619193837221	0.00110660608976581	0.0879500339979782
"ENST00000398146"	101.575837436807	1.56960664491441	0.314249454866772	4.99477921315679	5.89031152495578e-07	0.0011126740702368
"ENST00000399799"	73.8871918733017	1.03599044569511	0.33874139516822	3.05835206583073	0.00222557934180066	0.0997184154934444
"ENST00000399808"	67.5093001269034	2.32988810332139	0.646246837981073	3.6052603531495	0.000311840141804706	0.0660912106600641
"ENST00000401529"	23.4638555482524	1.17804810845877	0.389275551276548	3.02625763317425	0.00247601233250636	0.0997918628755986
"ENST00000401827"	23.5362967395005	1.28123986010737	0.358347346651081	3.57541327452579	0.000349675080326532	0.0692487041976063
"ENST00000409817"	20.1590340262038	2.00353267329617	0.582805308814663	3.43773922953971	0.00058659230602153	0.0828012333226773
"ENST00000419542"	25.2968844019944	1.8023246154279	0.490135770762287	3.677194612066	0.000235813131766724	0.0621208812145245
"ENST00000425534"	56.8676757242553	1.27816183840752	0.402816417123584	3.17306292413445	0.00150839828730339	0.0935891838153486
"ENST00000426077"	143.73561668865	1.42958825142603	0.370046504687821	3.8632664633113	0.000111880851540999	0.0560587435354348
"ENST00000427908"	41.7866120178882	1.52713023031056	0.403987855223197	3.78013895855074	0.000156740855424417	0.0609025301576874
"ENST00000438005"	19.9496348653091	1.41178427839247	0.440808610589544	3.20271483922316	0.00136138712585322	0.0923728775635127
"ENST00000438382"	201.856557245331	1.03944755503979	0.341676071957229	3.04220178218951	0.00234854401804694	0.0997184154934444
"ENST00000439501"	16.9802032136398	1.21995907146909	0.377959424685512	3.2277514245985	0.00124767342285455	0.0908982074942159
"ENST00000442435"	62.2493601055382	1.05271080868722	0.291700343633174	3.60887750619537	0.000307524765162321	0.0660912106600641
"ENST00000444115"	24.3222197506831	3.07352426173002	0.949614271238099	3.23660285530754	0.00120961625899193	0.090667257298302
"ENST00000447012"	60.0435494043445	1.3324133779993	0.403380690453759	3.30311640971331	0.000956166859796049	0.0862454619551654
"ENST00000461454"	16.7142761638319	1.21706979385353	0.348282986864225	3.49448534598676	0.000474976683629249	0.0770857665046687
"ENST00000463108"	16.1389275857739	2.55620005118378	0.812693272348493	3.14534417615758	0.00165891541308678	0.095102085238762
"ENST00000464569"	65.5096884741355	1.25021783309351	0.395358616600769	3.16223747402469	0.00156561831661364	0.0935891838153486
"ENST00000468249"	73.6413698752384	1.0264601686209	0.334644741762764	3.06731300546948	0.00215992554139783	0.099531416966723
"ENST00000469963"	14.8446582167411	1.30757042240563	0.389968403440546	3.35301632355191	0.00079935992008167	0.086200471844099
"ENST00000474381"	99.7615235182513	1.05521393884952	0.349424566505348	3.01986191011951	0.00252889957255635	0.0997918628755986
"ENST00000476284"	40.083141222296	1.19296053497538	0.387300615043105	3.08019272017579	0.0020686669120187	0.0990976464565672
"ENST00000477801"	99.8697949325135	1.17478630668332	0.304148556736904	3.8625411190083	0.00011221367021677	0.0560587435354348
"ENST00000480825"	1280.02832145288	1.14384546477597	0.348289301049868	3.28418203294792	0.00102278837521876	0.0862454619551654
"ENST00000485551"	22.5525181405056	1.34064994376026	0.387280316542582	3.46170431724705	0.000536766517402488	0.0782113546398542
"ENST00000489551"	298.105214011501	1.13287521719506	0.355983612767856	3.18238024606437	0.00146069907713436	0.0931607673731736
"ENST00000489652"	50.1992956972312	1.16364795371818	0.365755994311541	3.18148703456932	0.00146521081084488	0.0931607673731736
"ENST00000492630"	51.5529198772513	1.01312701922331	0.333053309487011	3.04193650194857	0.00235061475201663	0.0997184154934444
"ENST00000493143"	18.9525776638415	1.21656628195867	0.384578187538324	3.16337827099836	0.00155949554597258	0.0935891838153486
"ENST00000495827"	29.0739929036864	1.1898294387898	0.393873026676366	3.02084519173598	0.00252070201087487	0.0997918628755986
"ENST00000498007"	116.050237669988	1.05629092308063	0.327149789712562	3.22876846110371	0.00124324507657294	0.0908982074942159
"ENST00000502532"	17.2944501197119	2.11314559027131	0.498750768172768	4.23687686339426	2.26650351842748e-05	0.0176132506754242
"ENST00000505635"	23.4945184069266	1.82053223401284	0.49881697450925	3.64969984392358	0.000262546915087648	0.0629945253957709
"ENST00000508794"	147.342160073857	1.31543377942309	0.392390163218952	3.3523617631798	0.000801252442859479	0.086200471844099
"ENST00000515010"	54.0930640050844	2.06824822015584	0.59539264052485	3.47375509769929	0.000513229240854332	0.0770857665046687
"ENST00000519504"	15.1709299096973	1.70827149705203	0.421846907492725	4.04950579632137	5.13259066774848e-05	0.0358973391302329
"ENST00000520106"	16.6408192481692	1.46554909386441	0.415883803136715	3.52393885698557	0.000425182350316054	0.076249368156679
"ENST00000522002"	21.8240092421041	1.37329449334264	0.37703999813092	3.64230453042225	0.000270208144391354	0.0629945253957709
"ENST00000525750"	19.0761398161997	1.47337787281953	0.467662524086086	3.15051516197247	0.00162982796912435	0.0950034572670427
"ENST00000526007"	27.2030234745749	1.38643616870747	0.455647546425509	3.04278203533383	0.00234402047874068	0.0997184154934444
"ENST00000526980"	307.279393248659	1.18117411131042	0.350955737582223	3.3655928221823	0.000763793640589052	0.086200471844099
