""	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"ENST00000011989"	13.6347852902903	1.42511973756133	0.439046263906591	3.2459443450919	0.00117061722179107	0.0447500719562141
"ENST00000024061"	46.7656287975136	1.31497092565234	0.403333237436441	3.26025926851505	0.00111310412745954	0.0445012805640257
"ENST00000040738"	165.941369639999	1.09474221659594	0.326375344187779	3.35424300913515	0.000795824385604157	0.0412404730382097
"ENST00000075120"	518.603613813491	1.3714701188415	0.459390785334629	2.98541059730334	0.00283197907398556	0.0603933184431568
"ENST00000160262"	98.2862679450234	1.5674931631357	0.557362465884288	2.81234072812703	0.00491823740002143	0.0748658927442994
"ENST00000200639"	36.4458497919237	1.34351912427578	0.280415211407819	4.79117775933292	1.65805146343179e-06	0.00517028463759369
"ENST00000200652"	9.28356164116005	1.41787431232373	0.523539594839815	2.70824657064867	0.0067639748991955	0.086623336760683
"ENST00000202677"	116.267432235135	1.27394844263356	0.441356376338149	2.88643941932657	0.00389627748183293	0.0670908604788779
"ENST00000216133"	24.4995085119296	1.11635821510251	0.340734998200089	3.27632389099917	0.00105167877857134	0.043423315837696
"ENST00000220597"	126.398333375305	1.03797356769328	0.365248359150006	2.84182951597324	0.00448554709935322	0.0719492656017567
"ENST00000222329"	21.6439864677756	1.02988129309629	0.387325222607669	2.65895746773889	0.00783828574347569	0.0937225340370731
"ENST00000222823"	6.22699683484437	1.85876804818589	0.670264707093546	2.77318502453459	0.00555105490332893	0.0792750220541484
"ENST00000224140"	400.447213502569	1.18660045164667	0.280227828444441	4.23441332801796	2.29149140501364e-05	0.0185212735454617
"ENST00000225276"	12.940734235949	1.53843229935861	0.529422453648785	2.90586900641579	0.00366234734128197	0.0660724277615672
"ENST00000225538"	9.26706346450645	2.34940928155667	0.793651719179686	2.9602522426147	0.00307387251969618	0.0621104404387203
"ENST00000227163"	43.5918482083839	1.8899556920635	0.553720094712635	3.4131968662693	0.000642055429270531	0.0402109104966959
"ENST00000227471"	48.7818791676865	1.21818501840351	0.316115977382248	3.85360154362106	0.000116392958868219	0.0278505888772568
"ENST00000229633"	47.3646489824248	-1.66022889282126	0.558657757375163	-2.97181748736794	0.00296042612523589	0.0616091746053852
"ENST00000231461"	99.1834070919959	1.37672268494704	0.444202759678917	3.09931141792585	0.00193971017731736	0.0532507703195887
